GeneOrder	GroupName	GroupProteinFunction	GeneAccession	GeneLink	GeneProteinFunction	IsolateName	IsolateAccession	isIsolate	GroupNameGood	Fence	GenomeAcc	NcbiIsolateName	GenomeOrder	inNewPoxAlign
23	J3	polyA polymerase small	ALA62471.1	PROT:ALA62471.1	poly(A) polymerase small subunit PAPS	Turkeypox virus	KP728110	1	1	=	KP728110.2	TKPV-HU1124/2011	51	Y
23	J3	polyA polymerase small	AAO89374.1	PROT:AAO89374.1	multifunctional poly-A polymerase subuni	Vaccinia virus WR	AY243312	1	1	=	AY243312.1	WR (Western Reserve)	52	Y
23	J3	polyA polymerase small	CAA49021.1	PROT:CAA49021.1	L3R	Variola virus major	X69198	1	1	=	X69198.1	"India-1967, ssp. major"	53	Y
23	J3	polyA polymerase small	CAB54680.1	PROT:CAB54680.1	M3R protein	Variola minor virus	Y16780	1	1	=	Y16780.1	Garcia-1966	54	Y
23	J3	polyA polymerase small	AOP31784.1	PROT:AOP31784.1	poly polymerase small subuni	Volepox virus	KU749311	1	1	=	KU749311.1	CA	55	Y
23	J3	polyA polymerase small	ATI21011.1	PROT:ATI21011.1		Western grey kangaroopox virus	MF467280	1	1	=	MF467280.1	Western Australia	56	Y
23	J3	polyA polymerase small	AAR07424.1	PROT:AAR07424.1	68R	Yaba monkey tumor virus	AY386371	1	1	=	AY386371.1	Yaba monkey tumor virus	59	Y
23	J3	polyA polymerase small	CAC21306.1	PROT:CAC21306.1	68R protein	Yaba-like disease virus	AJ293568	1	1	=	AJ293568.1	Yaba-like disease virus	58	Y
23	J3	polyA polymerase small	AEN03664.1	PROT:AEN03664.1	VP39	Yokapox virus	HQ849551	1	1	=	HQ849551.1	DakArB 4268	57	Y
24	J6	RPO147	CCU55520.1	PROT:CCU55520.1	RNA polymerase RPO147	Adoxophyes honmai entomopoxvirus 'L'	HF679131	1	1	=	HF679131.1	Tokyo	3	Y
24	J6	RPO147	AXN74891.1	PROT:AXN74891.1	RNA polymerase subuni	Akhmeta virus	MH607141	1	1	=	MH607141.1	Akhmeta_2013-88	4	Y
24	J6	RPO147	AAG02927.1	PROT:AAG02927.1	AMV221	Amsacta moorei entomopoxvirus	AF250284	1	1	=	AF250284.1	Amsacta moorei entomopoxvirus	5	Y
24	J6	RPO147	BAO49590.1	PROT:BAO49590.1	putative RNA polymerase largest subuni	Anomala cuprea entomopoxvirus	AP013055	1	1	=	AP013055.1	CV6M	2	Y
24	J6	RPO147	APG58288.1	PROT:APG58288.1	DNA-directed RNA polymerase 147 kDa polypeptide	BeAn 58058 virus	KY094066	1	1	=	KY094066.1	BeAn58058	7	N
24	J6	RPO147	AAR98413.1	PROT:AAR98413.1	ORF056 RNA polymerase subunit RPO147	Bovine papular stomatitis virus	AY386265	1	1	=	AY386265.1	BV-AR02	6	Y
24	J6	RPO147	AAG37567.1	PROT:AAG37567.1	CMP95R	Camelpox virus CMS	AY009089	1	1	=	AY009089.1	CMS	9	N
24	J6	RPO147	AAL73803.1	PROT:AAL73803.1	RNA polymerase subunit RPO147	Camelpox virus M-96	AF438165	1	1	=	AF438165.1	M-96	8	Y
24	J6	RPO147	AAR83528.1	PROT:AAR83528.1	CNPV182 RNA polymerase subunit RPO147	Canarypox virus	AY318871	1	1	=	AY318871.1	ATCC VR-111	11	Y
24	J6	RPO147	CCU55824.1	PROT:CCU55824.1	RNA polymerase RPO147	Choristoneura biennis entomopoxvirus	HF679132	1	1	=	HF679132.1	Choristoneura biennis entomopoxvirus	10	Y
24	J6	RPO147	CCU56124.1	PROT:CCU56124.1	RNA polymerase RPO147	Choristoneura rosaceana entomopoxvirus 'L'	HF679133	1	1	=	HF679133.1	Choristoneura rosaceana entomopoxvirus 'L'	14	Y
24	J6	RPO147	ADT91101.1	PROT:ADT91101.1	DNA-dependent RNA polymerase subunit RPO147	Cotia virus SPAn232	HQ647181	1	1	=	HQ647181.2	SPAn232	12	Y
24	J6	RPO147	AAM13552.1	PROT:AAM13552.1	CPXV109 protein	Cowpox virus	AF482758	1	1	=	AF482758.2	Brighton Red	13	Y
24	J6	RPO147	ABI99235.1	PROT:ABI99235.1	RNA polymerase subunit RPO147	Deerpox virus W-848-83	AY689436	1	1	=	AY689436.1	W-848-83	15	Y
24	J6	RPO147	ATI21178.1	PROT:ATI21178.1	RNA polymerase	Eastern grey kangaroopox virus	MF467281	1	1	=	MF467281.1	Sunshine Coast	18	Y
24	J6	RPO147	AAM92386.1	PROT:AAM92386.1	EVM082	Ectromelia virus	AF012825	1	1	=	AF012825.2	Moscow	16	Y
24	J6	RPO147	AFH54645.1	PROT:AFH54645.1	RNA polymerase 147 subuni	Ectromelia virus ERPV	JQ410350	1	1	=	JQ410350.1	ERPV	17	N
24	J6	RPO147	ASK51276.1	PROT:ASK51276.1	RNA polymerase subuni	Eptesipox virus	KY747497	1	1	=	KY747497.1	Washington	19	Y
24	J6	RPO147	AUD40241.1	PROT:AUD40241.1	RNA polymerase subunit 147	Flamingopox virus FGPVKD09	MF678796	1	1	=	MF678796.1	FGPVKD09	20	Y
24	J6	RPO147	AAF44481.1	PROT:AAF44481.1	"ORF FPV137 RNA polymerase subunit, RPO147"	Fowlpox virus	AF198100	1	1	=	AF198100.1	Fowlpox virus	21	Y
24	J6	RPO147	YP_001293262.1	PROT:YP_001293262.1	hypothetical protein GTPV_gp067	Goatpox virus Pellor	NC_004003.1	1	1	=	NC_004003.1	Pellor	23	Y
24	J6	RPO147	ABH08205.1	PROT:ABH08205.1	HSPV099	Horsepox virus	DQ792504	1	1	=	DQ792504.1	MNR-76	24	Y
24	J6	RPO147	AAK85032.1	PROT:AAK85032.1	LSDV071 RNA polymerase subuni	Lumpy skin disease virus NI-2490	AF325528	1	1	=	AF325528.1	Neethling 2490	25	Y
24	J6	RPO147	AAC97832.1	PROT:AAC97832.1	"ORF MSV043 putative RNA polymerase largest subunit RPO147 homolog (vaccinia J6R), similar to SW:P20504"	Melanoplus sanguinipes entomopoxvirus 'O'	AF063866	1	1	=	AF063866.1	Tucson	30	Y
24	J6	RPO147	AAC55207.1	PROT:AAC55207.1	MC079R	Molluscum contagiosum virus subtype 1	U60315	1	1	=	U60315.1	Molluscum contagiosum virus subtype 1	26	Y
24	J6	RPO147	AAX09185.1	PROT:AAX09185.1	MPXV-COP-084	monkeypox virus clade IIa strain cOP-58	AY753185	1	1	=	AY753185.1	COP-58	28	Y
24	J6	RPO147	AAL40548.1	PROT:AAL40548.1	L6R	Monkeypox virus clade I strain Zaire-96-I-16	AF380138	1	1	=	AF380138.1	Zaire-96-I-16	29	Y
24	J6	RPO147	AST09289.1	PROT:AST09289.1	DNA-dependent RNA polymerase subunit rpo147	Murmansk poxvirus	MF001304	1	1	=	MF001304.1	LEIV-11411	27	Y
24	J6	RPO147	CCU56442.1	PROT:CCU56442.1	RNA polymerase RPO147	Mythimna separata entomopoxvirus 'L'	HF679134	1	1	=	HF679134.1	Mythimna separata entomopoxvirus 'L'	31	Y
24	J6	RPO147	AAF14956.1	PROT:AAF14956.1	m68R	Myxoma virus strain Lausanne	AF170726	1	1	=	AF170726.2	Lausanne	32	Y
24	J6	RPO147	AFU77332.1	PROT:AFU77332.1	m68R	Myxoma virus isolate BRK 897	JX565564	1	1	=	JX565564.1	Aust/Brooklands/1-95	33	N
24	J6	RPO147	ABJ08990.1	PROT:ABJ08990.1	RNA polymerase subunit RPO147	Nile crocodilepox virus	DQ356948	1	1	=	DQ356948.1	Nile crocodilepox virus	34	Y
24	J6	RPO147	ABA00573.1	PROT:ABA00573.1	RNA polymerase subunit RPO147	Orf virus strain NZ2	DQ184476	1	1	=	DQ184476.1	NZ2	36	N
24	J6	RPO147	AAR98281.1	PROT:AAR98281.1	ORF056 RNA polymerase subunit RPO147	Orf virus strain OV-SA00	AY386264	1	1	=	AY386264.1	OV-SA00	35	Y
24	J6	RPO147	AYN64664.1	PROT:AYN64664.1	putative J6R protein	Orthopoxvirus Abatino	MH816996	1	1	=	MH816996.1	Abatino	1	Y
24	J6	RPO147	AIZ77307.1	PROT:AIZ77307.1	putative RNA polymerase subunit RPO147	Parapoxvirus red deer/HL953	KM502564	1	1	=	KM502564.1	HL953	42	Y
24	J6	RPO147	AID46873.1	PROT:AID46873.1	RNA polymerase subunit RPO147	Penguinpox virus	KJ859677	1	1	=	KJ859677.1	PSan92	39	Y
24	J6	RPO147	AID46644.1	PROT:AID46644.1	RNA polymerase subunit RPO147	Pigeonpox virus	KJ801920	1	1	=	KJ801920.1	FeP2	38	Y
24	J6	RPO147	ADC53957.1	PROT:ADC53957.1	RNA-polymerase subunit RPO147	Pseudocowpox virus	GQ329670	1	1	=	GQ329670.1	VR634	37	Y
24	J6	RPO147	ANS71158.1	PROT:ANS71158.1	RNA polymerase	Pteropox virus	KU980965	1	1	=	KU980965.1	Australia	40	Y
24	J6	RPO147	AAF17950.1	PROT:AAF17950.1	gp068R	Rabbit fibroma virus	AF170722	1	1	=	AF170722.1	Kasza	43	Y
24	J6	RPO147	AKJ93727.1	PROT:AKJ93727.1	RNA polymerase subunit RPO147 protein	Raccoonpox virus	KP143769	1	1	=	KP143769.1	Herman	41	Y
24	J6	RPO147	AKR04289.1	PROT:AKR04289.1	DNA-directed RNA polymerase subunit alpha	Salmon gill poxvirus	KT159937	1	1	=	KT159937.1	2012-04-F277-L3G	46	Y
24	J6	RPO147	AWU47114.1	PROT:AWU47114.1	RNA polymerase	Sea otter poxvirus	MH427217	1	1	=	MH427217.1	ELK	47	Y
24	J6	RPO147	ASC55584.1	PROT:ASC55584.1	RNA polymerase subunit RPO147-like protein	Seal parapoxvirus	KY382358	1	1	=	KY382358.2	AFK76s1	22	Y
24	J6	RPO147	NP_659643.1	PROT:NP_659643.1	RNA polymerase subunit RPO147	Sheeppox virus	NC_004002.1	1	1	=	NC_004002.1	TU-V02127	44	Y
24	J6	RPO147	AOP31576.1	PROT:AOP31576.1	RNA polymerase	Skunkpox virus	KU749310	1	1	=	KU749310.1	WA	45	Y
24	J6	RPO147	CCD83246.1	PROT:CCD83246.1	DNA-dependent RNA polymerase subunit rpo147	Squirrelpox virus	HE601899	1	1	=	HE601899.1	Red squirrel UK	48	Y
24	J6	RPO147	AAL69807.1	PROT:AAL69807.1	SPV068 RNA polymerase subunit RPO147	Swinepox virus	AF410153	1	1	=	AF410153.1	17077-99	49	Y
24	J6	RPO147	ABD97666.1	PROT:ABD97666.1	DNA-dependent RNA polymerase subunit rpo147	Taterapox virus	DQ437594	1	1	=	DQ437594.1	Dahomey 1968	50	Y
24	J6	RPO147	ALA62474.1	PROT:ALA62474.1	RNA polymerase subuni	Turkeypox virus	KP728110	1	1	=	KP728110.2	TKPV-HU1124/2011	51	Y
24	J6	RPO147	AAO89377.1	PROT:AAO89377.1	DNA-dependent RNA polymerase subunit rpo147	Vaccinia virus WR	AY243312	1	1	=	AY243312.1	WR (Western Reserve)	52	Y
24	J6	RPO147	CAA49024.1	PROT:CAA49024.1	L6R	Variola virus major	X69198	1	1	=	X69198.1	"India-1967, ssp. major"	53	Y
24	J6	RPO147	CAB54683.1	PROT:CAB54683.1	M6R protein	Variola minor virus	Y16780	1	1	=	Y16780.1	Garcia-1966	54	Y
24	J6	RPO147	AOP31787.1	PROT:AOP31787.1	RNA polymerase	Volepox virus	KU749311	1	1	=	KU749311.1	CA	55	Y
24	J6	RPO147	ATI21014.1	PROT:ATI21014.1		Western grey kangaroopox virus	MF467280	1	1	=	MF467280.1	Western Australia	56	Y
24	J6	RPO147	AAR07427.1	PROT:AAR07427.1	71R	Yaba monkey tumor virus	AY386371	1	1	=	AY386371.1	Yaba monkey tumor virus	59	Y
24	J6	RPO147	CAC21309.1	PROT:CAC21309.1	71R protein	Yaba-like disease virus	AJ293568	1	1	=	AJ293568.1	Yaba-like disease virus	58	Y
24	J6	RPO147	AEN03667.1	PROT:AEN03667.1	DNA-dependent RNA polymerase subunit rpo147	Yokapox virus	HQ849551	1	1	=	HQ849551.1	DakArB 4268	57	Y
25	L1	IMV membrane protein	CCU55456.1	PROT:CCU55456.1	IMV membrane protein (Cop-L1R)	Adoxophyes honmai entomopoxvirus 'L'	HF679131	1	1	=	HF679131.1	Tokyo	3	Y
25	L1	IMV membrane protein	AXN74881.1	PROT:AXN74881.1	IMV membrane protein	Akhmeta virus	MH607141	1	1	=	MH607141.1	Akhmeta_2013-88	4	Y
25	L1	IMV membrane protein	AAG02923.1	PROT:AAG02923.1	AMV217	Amsacta moorei entomopoxvirus	AF250284	1	1	=	AF250284.1	Amsacta moorei entomopoxvirus	5	Y
25	L1	IMV membrane protein	BAO49457.1	PROT:BAO49457.1	putative myristylated membrane protein	Anomala cuprea entomopoxvirus	AP013055	1	1	=	AP013055.1	CV6M	2	Y
25	L1	IMV membrane protein	APG58277.1	PROT:APG58277.1	protein L1	BeAn 58058 virus	KY094066	1	1	=	KY094066.1	BeAn58058	7	N
25	L1	IMV membrane protein	AAR98404.1	PROT:AAR98404.1	ORF047 myristylated IMV envelope protein	Bovine papular stomatitis virus	AY386265	1	1	=	AY386265.1	BV-AR02	6	Y
25	L1	IMV membrane protein	AAG37557.1	PROT:AAG37557.1	CMP85R	Camelpox virus CMS	AY009089	1	1	=	AY009089.1	CMS	9	N
25	L1	IMV membrane protein	AAL73793.1	PROT:AAL73793.1	putative myristylated IMV envelope protein	Camelpox virus M-96	AF438165	1	1	=	AF438165.1	M-96	8	Y
25	L1	IMV membrane protein	AAR83519.1	PROT:AAR83519.1	CNPV173 putative myristylated IMV envelope protein	Canarypox virus	AY318871	1	1	=	AY318871.1	ATCC VR-111	11	Y
25	L1	IMV membrane protein	CCU55814.1	PROT:CCU55814.1	IMV membrane protein (Cop-L1R)	Choristoneura biennis entomopoxvirus	HF679132	1	1	=	HF679132.1	Choristoneura biennis entomopoxvirus	10	Y
25	L1	IMV membrane protein	CCU56113.1	PROT:CCU56113.1	IMV membrane protein (Cop-L1R)	Choristoneura rosaceana entomopoxvirus 'L'	HF679133	1	1	=	HF679133.1	Choristoneura rosaceana entomopoxvirus 'L'	14	Y
25	L1	IMV membrane protein	ADT91092.1	PROT:ADT91092.1	myristylated MV membrane protein	Cotia virus SPAn232	HQ647181	1	1	=	HQ647181.2	SPAn232	12	Y
25	L1	IMV membrane protein	AAM13543.1	PROT:AAM13543.1	CPXV099 protein	Cowpox virus	AF482758	1	1	=	AF482758.2	Brighton Red	13	Y
25	L1	IMV membrane protein	ABI99224.1	PROT:ABI99224.1	myristylated IMV envelope protein	Deerpox virus W-848-83	AY689436	1	1	=	AY689436.1	W-848-83	15	Y
25	L1	IMV membrane protein	ATI21168.1	PROT:ATI21168.1	IMV membrane protein	Eastern grey kangaroopox virus	MF467281	1	1	=	MF467281.1	Sunshine Coast	18	Y
25	L1	IMV membrane protein	AAM92376.1	PROT:AAM92376.1	EVM072	Ectromelia virus	AF012825	1	1	=	AF012825.2	Moscow	16	Y
25	L1	IMV membrane protein	AFH54635.1	PROT:AFH54635.1	IMV myristylated membrane protein	Ectromelia virus ERPV	JQ410350	1	1	=	JQ410350.1	ERPV	17	N
25	L1	IMV membrane protein	ASK51265.1	PROT:ASK51265.1	Myristylated IMV envelope protein	Eptesipox virus	KY747497	1	1	=	KY747497.1	Washington	19	Y
25	L1	IMV membrane protein	AUD40232.1	PROT:AUD40232.1	myristylated MV membrane protein	Flamingopox virus FGPVKD09	MF678796	1	1	=	MF678796.1	FGPVKD09	20	Y
25	L1	IMV membrane protein	AAF44472.1	PROT:AAF44472.1	ORF FPV128 Myristylated membrane protein	Fowlpox virus	AF198100	1	1	=	AF198100.1	Fowlpox virus	21	Y
25	L1	IMV membrane protein	YP_001293251.1	PROT:YP_001293251.1	hypothetical protein GTPV_gp056	Goatpox virus Pellor	NC_004003.1	1	1	=	NC_004003.1	Pellor	23	Y
25	L1	IMV membrane protein	ABH08195.1	PROT:ABH08195.1	HSPV089	Horsepox virus	DQ792504	1	1	=	DQ792504.1	MNR-76	24	Y
25	L1	IMV membrane protein	AAK85021.1	PROT:AAK85021.1	LSDV060 putative myristylated IMV envelope protein	Lumpy skin disease virus NI-2490	AF325528	1	1	=	AF325528.1	Neethling 2490	25	Y
25	L1	IMV membrane protein	AAC97691.1	PROT:AAC97691.1	"ORF MSV183 putative myristylated membrane protein, Molluscum contagiosum virus MC069R (vaccinia L1R) homolog, similar to GB:U60315"	Melanoplus sanguinipes entomopoxvirus 'O'	AF063866	1	1	=	AF063866.1	Tucson	30	Y
25	L1	IMV membrane protein	AAC55197.1	PROT:AAC55197.1	MC069R	Molluscum contagiosum virus subtype 1	U60315	1	1	=	U60315.1	Molluscum contagiosum virus subtype 1	26	Y
25	L1	IMV membrane protein	AAX09175.1	PROT:AAX09175.1	MPXV-COP-074	monkeypox virus clade IIa strain cOP-58	AY753185	1	1	=	AY753185.1	COP-58	28	Y
25	L1	IMV membrane protein	AAL40538.1	PROT:AAL40538.1	M1R	Monkeypox virus clade I strain Zaire-96-I-16	AF380138	1	1	=	AF380138.1	Zaire-96-I-16	29	Y
25	L1	IMV membrane protein	AST09279.1	PROT:AST09279.1	IMV membrane protein	Murmansk poxvirus	MF001304	1	1	=	MF001304.1	LEIV-11411	27	Y
25	L1	IMV membrane protein	CCU56438.1	PROT:CCU56438.1	IMV membrane protein (Cop-L1R)	Mythimna separata entomopoxvirus 'L'	HF679134	1	1	=	HF679134.1	Mythimna separata entomopoxvirus 'L'	31	Y
25	L1	IMV membrane protein	AAF14943.1	PROT:AAF14943.1	m55R	Myxoma virus strain Lausanne	AF170726	1	1	=	AF170726.2	Lausanne	32	Y
25	L1	IMV membrane protein	AFU77319.1	PROT:AFU77319.1	m55R	Myxoma virus isolate BRK 897	JX565564	1	1	=	JX565564.1	Aust/Brooklands/1-95	33	N
25	L1	IMV membrane protein	ABJ08973.1	PROT:ABJ08973.1	myristylated IMV envelope protein	Nile crocodilepox virus	DQ356948	1	1	=	DQ356948.1	Nile crocodilepox virus	34	Y
25	L1	IMV membrane protein	ABA00564.1	PROT:ABA00564.1	IMV protein	Orf virus strain NZ2	DQ184476	1	1	=	DQ184476.1	NZ2	36	N
25	L1	IMV membrane protein	AAR98272.1	PROT:AAR98272.1	ORF047 putative myristylated IMV envelope protein	Orf virus strain OV-SA00	AY386264	1	1	=	AY386264.1	OV-SA00	35	Y
25	L1	IMV membrane protein	AYN64654.1	PROT:AYN64654.1	putative L1R protein	Orthopoxvirus Abatino	MH816996	1	1	=	MH816996.1	Abatino	1	Y
25	L1	IMV membrane protein	AIZ77298.1	PROT:AIZ77298.1	putative myristylated IMV envelope protein	Parapoxvirus red deer/HL953	KM502564	1	1	=	KM502564.1	HL953	42	Y
25	L1	IMV membrane protein	AID46864.1	PROT:AID46864.1	myristylated protein	Penguinpox virus	KJ859677	1	1	=	KJ859677.1	PSan92	39	Y
25	L1	IMV membrane protein	AID46635.1	PROT:AID46635.1	myristylated protein	Pigeonpox virus	KJ801920	1	1	=	KJ801920.1	FeP2	38	Y
25	L1	IMV membrane protein	ADC53948.1	PROT:ADC53948.1	IMV protein	Pseudocowpox virus	GQ329670	1	1	=	GQ329670.1	VR634	37	Y
25	L1	IMV membrane protein	ANS71149.1	PROT:ANS71149.1	imv membrane protein	Pteropox virus	KU980965	1	1	=	KU980965.1	Australia	40	Y
25	L1	IMV membrane protein	AAF17937.1	PROT:AAF17937.1	gp055R	Rabbit fibroma virus	AF170722	1	1	=	AF170722.1	Kasza	43	Y
25	L1	IMV membrane protein	AKJ93717.1	PROT:AKJ93717.1	IMV membrane protein	Raccoonpox virus	KP143769	1	1	=	KP143769.1	Herman	41	Y
25	L1	IMV membrane protein	AKR04221.1	PROT:AKR04221.1	myristylated IMV envelope protein L1R	Salmon gill poxvirus	KT159937	1	1	=	KT159937.1	2012-04-F277-L3G	46	Y
25	L1	IMV membrane protein	AWU47105.1	PROT:AWU47105.1	IMV myristylated membrane protein	Sea otter poxvirus	MH427217	1	1	=	MH427217.1	ELK	47	Y
25	L1	IMV membrane protein	ASC55592.1	PROT:ASC55592.1	myristylated IMV envelope protein-like protein	Seal parapoxvirus	KY382358	1	1	=	KY382358.2	AFK76s1	22	Y
25	L1	IMV membrane protein	NP_659632.1	PROT:NP_659632.1	Myristylated IMV envelope protein	Sheeppox virus	NC_004002.1	1	1	=	NC_004002.1	TU-V02127	44	Y
25	L1	IMV membrane protein	AOP31566.1	PROT:AOP31566.1	imv membrane protein	Skunkpox virus	KU749310	1	1	=	KU749310.1	WA	45	Y
25	L1	IMV membrane protein	CCD83237.1	PROT:CCD83237.1	myristylprotein / IMV protein	Squirrelpox virus	HE601899	1	1	=	HE601899.1	Red squirrel UK	48	Y
25	L1	IMV membrane protein	AAL69796.1	PROT:AAL69796.1	SPV057 putative myristylated IMV envelope protein	Swinepox virus	AF410153	1	1	=	AF410153.1	17077-99	49	Y
25	L1	IMV membrane protein	ABD97657.1	PROT:ABD97657.1	IMV membrane protein	Taterapox virus	DQ437594	1	1	=	DQ437594.1	Dahomey 1968	50	Y
25	L1	IMV membrane protein	ALA62465.1	PROT:ALA62465.1	myristylated membrane protein	Turkeypox virus	KP728110	1	1	=	KP728110.2	TKPV-HU1124/2011	51	Y
25	L1	IMV membrane protein	AAO89367.1	PROT:AAO89367.1	IMV membrane protein	Vaccinia virus WR	AY243312	1	1	=	AY243312.1	WR (Western Reserve)	52	Y
25	L1	IMV membrane protein	CAA49014.1	PROT:CAA49014.1	M1R	Variola virus major	X69198	1	1	=	X69198.1	"India-1967, ssp. major"	53	Y
25	L1	IMV membrane protein	CAB54673.1	PROT:CAB54673.1	N1R protein	Variola minor virus	Y16780	1	1	=	Y16780.1	Garcia-1966	54	Y
25	L1	IMV membrane protein	AOP31777.1	PROT:AOP31777.1	imv membrane protein	Volepox virus	KU749311	1	1	=	KU749311.1	CA	55	Y
25	L1	IMV membrane protein	ATI21004.1	PROT:ATI21004.1		Western grey kangaroopox virus	MF467280	1	1	=	MF467280.1	Western Australia	56	Y
25	L1	IMV membrane protein	AAR07416.1	PROT:AAR07416.1	60R	Yaba monkey tumor virus	AY386371	1	1	=	AY386371.1	Yaba monkey tumor virus	59	Y
25	L1	IMV membrane protein	CAC21298.1	PROT:CAC21298.1	60R protein	Yaba-like disease virus	AJ293568	1	1	=	AJ293568.1	Yaba-like disease virus	58	Y
25	L1	IMV membrane protein	AEN03657.1	PROT:AEN03657.1	IMV membrane protein	Yokapox virus	HQ849551	1	1	=	HQ849551.1	DakArB 4268	57	Y
1	A18	DNA helicase	ORF100			MNB22	MNB22	1	1	=	MNB22.1		60	Y
2	A22	holliday junction resolvase	ORF104			MNB22	MNB22	1	1	=	MNB22.1		60	Y
3	A23	VITF-3	ORF105			MNB22	MNB22	1	1	=	MNB22.1		60	Y
4	A24	RPO132	ORF106			MNB22	MNB22	1	1	=	MNB22.1		60	Y
5	A28	IMV-MP	ORF110			MNB22	MNB22	1	1	=	MNB22.1		60	Y
6	A2	VLTF-3	ORF081			MNB22	MNB22	1	1	=	MNB22.1		60	Y
7	A32	ATPase DNA packaging protein	ORF114			MNB22	MNB22	1	1	=	MNB22.1		60	Y
8	A3	P4b	ORF083			MNB22	MNB22	1	1	=	MNB22.1		60	Y
9	A7	VETF-L	ORF087			MNB22	MNB22	1	1	=	MNB22.1		60	Y
10	D11	NPH-I	ORF077			MNB22	MNB22	1	1	=	MNB22.1		60	Y
11	D12	small capping enzyme	ORF078			MNB22	MNB22	1	1	=	MNB22.1		60	Y
12	D1	large capping enzyme	ORF068			MNB22	MNB22	1	1	=	MNB22.1		60	Y
13	D5	NTPase	ORF072			MNB22	MNB22	1	1	=	MNB22.1		60	Y
14	D6	VETF-S	ORF073			MNB22	MNB22	1	1	=	MNB22.1		60	Y
15	E10	sulfhydryl oxidase	ORF030			MNB22	MNB22	1	1	=	MNB22.1		60	Y
16	E1	polyA polymerase large	ORF021			MNB22	MNB22	1	1	=	MNB22.1		60	Y
17	E9	DNA-polymerase	ORF029			MNB22	MNB22	1	1	=	MNB22.1		60	Y
18	G5	FEN1	ORF044			MNB22	MNB22	1	1	=	MNB22.1		60	Y
19	H2	IMV entry-fusion	ORF062			MNB22	MNB22	1	1	=	MNB22.1		60	Y
20	H4	RAP94	ORF064			MNB22	MNB22	1	1	=	MNB22.1		60	Y
21	H6	DNA topoisomerase	ORF066			MNB22	MNB22	1	1	=	MNB22.1		60	Y
22	I8	NPH-II	ORF040			MNB22	MNB22	1	1	=	MNB22.1		60	Y
23	J3	polyA polymerase small	ORF057			MNB22	MNB22	1	1	=	MNB22.1		60	Y
24	J6	RPO147	ORF060			MNB22	MNB22	1	1	=	MNB22.1		60	Y
25	L1	IMV membrane protein	ORF050			MNB22	MNB22	1	1	=	MNB22.1		60	Y
1	A18	DNA helicase	XBH23847.1	PROT:XBH23847.1	DNA helicase	Rousettus bat poxvirus isolate 1A/Uganda/UGR70/2019	PP711852	1	1	=	PP711852.1	1A/Uganda/UGR70/2019	61	Y
2	A22	holliday junction resolvase	XBH23851.1	PROT:XBH23851.1	holliday junction resolvase	Rousettus bat poxvirus isolate 1A/Uganda/UGR70/2019	PP711852	1	1	=	PP711852.1	1A/Uganda/UGR70/2020	61	Y
3	A23	VITF-3	XBH23852.1	PROT:XBH23852.1	intermediate transcription factor VITF-3	Rousettus bat poxvirus isolate 1A/Uganda/UGR70/2019	PP711852	1	1	=	PP711852.1	1A/Uganda/UGR70/2021	61	Y
4	A24	RPO132	XBH23853.1	PROT:XBH23853.1	DNA-dependent RNA polymerase subunit rpo132	Rousettus bat poxvirus isolate 1A/Uganda/UGR70/2019	PP711852	1	1	=	PP711852.1	1A/Uganda/UGR70/2022	61	Y
5	A28	IMV-MP	XBH23857.1	PROT:XBH23857.1	hypothetical protein	Rousettus bat poxvirus isolate 1A/Uganda/UGR70/2019	PP711852	1	1	=	PP711852.1	1A/Uganda/UGR70/2023	61	Y
6	A2	VLTF-3	XBH23832.1	PROT:XBH23832.1	late transcription factor VLTF-3	Rousettus bat poxvirus isolate 1A/Uganda/UGR70/2019	PP711852	1	1	=	PP711852.1	1A/Uganda/UGR70/2024	61	Y
7	A32	ATPase DNA packaging protein	XBH23862.1	PROT:XBH23862.1	ATPase/DNA packaging protein	Rousettus bat poxvirus isolate 1A/Uganda/UGR70/2019	PP711852	1	1	=	PP711852.1	1A/Uganda/UGR70/2025	61	Y
8	A3	P4b	XBH23834.1	PROT:XBH23834.1	P4b precursor	Rousettus bat poxvirus isolate 1A/Uganda/UGR70/2019	PP711852	1	1	=	PP711852.1	1A/Uganda/UGR70/2026	61	Y
9	A7	VETF-L	PP711852.1-A7	PROT:PP711852.1-A7	NOT ANNOTATED (tblastn-2sequences)	Rousettus bat poxvirus isolate 1A/Uganda/UGR70/2019	PP711852	1	1	=	PP711852.1	1A/Uganda/UGR70/2027	61	Y
10	D11	NPH-I	PP711852.1-D11	PROT:PP711852.1-D11	NOT ANNOTATED (tblastn-2sequences)	Rousettus bat poxvirus isolate 1A/Uganda/UGR70/2019	PP711852	1	1	=	PP711852.1	1A/Uganda/UGR70/2028	61	Y
11	D12	small capping enzyme	XBH23830.1	PROT:XBH23830.1	mRNA capping enzyme small subunit	Rousettus bat poxvirus isolate 1A/Uganda/UGR70/2019	PP711852	1	1	=	PP711852.1	1A/Uganda/UGR70/2029	61	Y
12	D1	large capping enzyme	XBH23825.1	PROT:XBH23825.1	mRNA capping enzyme large subunit	Rousettus bat poxvirus isolate 1A/Uganda/UGR70/2019	PP711852	1	1	=	PP711852.1	1A/Uganda/UGR70/2030	61	Y
13	D5	NTPase	XBH23828.1	PROT:XBH23828.1	NTPase protein	Rousettus bat poxvirus isolate 1A/Uganda/UGR70/2019	PP711852	1	1	=	PP711852.1	1A/Uganda/UGR70/2031	61	Y
